ensembl_id,detect_frac,mean_expr,log_subtype_f,log_donor_f,libsize_corr,breadth_over_depth,subtype_over_donor,is_ambient,loao_score
ENSG00000020633,0.23377431906614787,0.4421711,7.101081784821293,3.7966529776021765,0.13226946117183033,0.5286965176083361,1.8703531312219295,0,0.035317227218877166
ENSG00000143546,0.0522568093385214,0.09436922,0.40026197981284595,3.0521261127477324,0.012873074012216249,0.5537484635622396,0.13114201871969922,1,0.9609774652255819
ENSG00000163220,0.10272373540856031,0.18766847,2.6483486421063143,3.771748572087196,0.03484067656163459,0.5473681009098824,0.7021540782716545,1,0.8732976706781982
ENSG00000149021,0.16929961089494164,0.3539863,1.436234907588487,5.1131178034640765,-0.06964021638407357,0.47826600692103893,0.28089219978766283,1,0.9929665124598704
ENSG00000161055,0.14723735408560312,0.30539873,3.961278008987543,5.038229446426108,-0.08395180398289251,0.4821151447390136,0.7862440667122642,1,0.9822124015571031
ENSG00000164265,0.0995330739299611,0.22731753,4.717731421263659,5.71789570199606,-0.14921587729602853,0.43785921513105125,0.8250817550968526,1,0.9960165759638199
ENSG00000188404,0.10404669260700389,0.20272735,6.291663724757376,2.9111044135099475,0.13372036483929078,0.513234616998706,2.161263503829962,0,0.02624156312755622
ENSG00000122852,0.06610894941634242,0.119690254,0.571154892881438,4.255097903902705,0.027539837207759304,0.5523336029825917,0.1342283787072406,1,0.9818452852782321
ENSG00000185303,0.07470817120622568,0.13699602,0.9718579517145088,4.431901124221317,0.028627071820646534,0.5453309770504909,0.21928692100170982,1,0.9781787336488861
ENSG00000168878,0.06571984435797665,0.120982304,0.6093830224221021,4.064264859082651,-0.009580265553141029,0.543218653208575,0.14993683816158734,1,0.9881175945253132
ENSG00000168484,0.28249027237354085,0.59692746,2.829578683893093,5.257150894254135,0.09342679097424789,0.47324053491631296,0.5382342528889011,1,0.385162400354807
ENSG00000141293,0.22614785992217898,0.41387293,1.2699909414041721,2.077482038409089,0.09236327616316926,0.5464185863229918,0.6113125976177951,0,0.3380676149785434
ENSG00000124107,0.05630350194552529,0.10341352,0.34501743312456723,3.2383305551758887,0.0007326467485568602,0.5444500943788746,0.10654175886186755,1,0.9718840772422958
ENSG00000081059,0.1433852140077821,0.25276172,4.459652432433434,2.56598399491293,0.12644653800134184,0.5672742418982205,1.7379891851526381,0,0.0971151597178705
ENSG00000172673,0.11015564202334631,0.19630021,3.3847039491516133,2.160323596582095,0.05850924858798625,0.5611590676678571,1.5667578479939963,0,0.3511073531394826
ENSG00000277734,0.7837354085603113,2.050315,3.543815353208099,3.555972293890085,0.1039529902323157,0.3822512372682111,0.9965812611355623,0,0.0006999452192974145
ENSG00000211751,0.47494163424124514,1.1992915,3.8871859795450177,2.562800904437574,0.052621452913633314,0.3960185218071337,1.5167725174492592,0,0.006676352810754276
ENSG00000211772,0.5926070038910506,1.3999969,1.9923429327370425,2.929923245929199,0.09127384799628216,0.4232916613934744,0.6799983363063112,0,0.012186568905724119
ENSG00000038427,0.0050972762645914394,0.008858515,1.4671379074848347,1.202730188534565,0.008710818719032232,0.5754097942540505,1.2198395961711332,1,0.695400897020873
ENSG00000101443,0.03603112840466926,0.07022313,1.2737309599268791,3.7314081534079016,-0.047245977426734136,0.5130948771160952,0.3413539627830792,1,0.9856568973412823
ENSG00000115085,0.146420233463035,0.26041147,4.517779168675671,2.303425378374796,0.0768890421755943,0.5622649141704067,1.9613308124021942,0,0.1585721886776019
